10 year GDP Average,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2-Alpha Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Alternative conversion factor,Average % of Forest Cover (10 yrs),"Average Agriculture Contribution to GDP(% of GDP, 10 yrs)",Average Arable Land %(10 yrs),Average rural population (10 yrs),Average,Balance of Payments Manual in use,Country Code (Country),Country Code,Country Name (GDP),Country Name,Currency Unit,External debt Reporting status,Government Accounting concept,IMF data dissemination standard,Income Group,Indicator Code,Indicator Name,Land area(Sq Km),Latest agricultural census,Latest household survey,Latest industrial data,Latest population census,Latest trade data,Latest water withdrawal data,Lending category,Long Name,National accounts base year,National accounts reference year,Number of Records,Other groups,PPP survey year,Region,SNA price valuation,Short Name,Source of most recent Income and expenditure data,Special Notes,System of National Accounts,System of trade,Table Name,Vital registration complete,WB-2 code
1274820822588.53,,39.968705055,40.003656504,40.124153031,40.162011985,40.253300094,40.166496664,40.258750977,40.318877513,40.588249540,40.475770138,40.482633069,40.331878085,40.553232887,40.366730318,40.371521139,40.411999784,40.236620548,40.238398899,40.212189399,40.338748679,40.242717750,40.323420991,40.392946029,40.576835943,40.878816801,41.290631975,41.402498693,41.627417694,41.787257534,41.893281100,42.084792516,42.250941266,41.724761215,41.987194945,42.243404447,42.408621681,42.574177647,42.707130521,42.948901511,T6,43.085495769,43.183428686,43.344587893,43.681991377,43.796014979,44.184449502,44.264863126,44.408105874,44.590671340,43.114963037,43.164541468,42.015487869,42.199463841,42.142212578,42.142472968,,,,26.511402104,19.047852750,8.611917262,566657250.814015,41.602378238,,TSS,TSS,Sub-Saharan Africa (IDA & IBRD countries),Sub-Saharan Africa (IDA & IBRD countries),,,,,,AG.LND.AGRI.ZS,Agricultural land (% of land area),23618361,,,,,,,,Sub-Saharan Africa (IDA & IBRD),,,1,,,,,Sub-Saharan Africa (IDA & IBRD),,Sub-Saharan Africa (IDA & IBRD countries) aggregate.,,,Sub-Saharan Africa (IDA & IBRD),,T6
1273708205218.07,,39.969271815,40.004223945,40.124722819,40.162582511,40.253872398,40.167067277,40.259323387,40.319451094,40.588828368,40.476346775,40.483209839,40.332451919,40.553811033,40.367304841,40.372095765,40.412575199,40.237192546,40.238970931,40.212760921,40.339322666,40.243289867,40.323952337,40.393478729,40.577372225,40.879358965,41.291182161,41.403051057,41.628016782,41.787859735,41.893927708,42.085442855,42.251594841,41.725404541,41.987843382,42.244057875,42.409278327,42.574837518,42.707792981,42.949568680,ZF,43.086165599,43.184100424,43.345262769,43.682672825,43.796698648,44.185140737,44.265555927,44.408843808,44.591412830,43.115680018,43.165276329,42.016246070,42.200225626,42.142970707,42.143231103,,,,26.510196438,19.061284381,8.612058661,566615415.814015,41.603003334,,SSA,SSA,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa (excluding high income),,,,,,AG.LND.AGRI.ZS,Agricultural land (% of land area),23617901,,,,,,,,Sub-Saharan Africa (excluding high income),,,1,,,,,Sub-Saharan Africa (excluding high income),,Sub-Saharan Africa regional aggregate (does not include high-income economies).,,,Sub-Saharan Africa (excluding high income),,ZF
1274820822588.53,,39.968705055,40.003656504,40.124153031,40.162011985,40.253300094,40.166496664,40.258750977,40.318877513,40.588249540,40.475770138,40.482633069,40.331878085,40.553232887,40.366730318,40.371521139,40.411999784,40.236620548,40.238398899,40.212189399,40.338748679,40.242717750,40.323420991,40.392946029,40.576835943,40.878816801,41.290631975,41.402498693,41.627417694,41.787257534,41.893281100,42.084792516,42.250941266,41.724761215,41.987194945,42.243404447,42.408621681,42.574177647,42.707130521,42.948901511,ZG,43.085495769,43.183428686,43.344587893,43.681991377,43.796014979,44.184449502,44.264863126,44.408105874,44.590671340,43.114963037,43.164541468,42.015487869,42.199463841,42.142212578,42.142472968,,,,26.511402104,19.047852750,8.611917262,566657250.814015,41.602378238,,SSF,SSF,Sub-Saharan Africa,Sub-Saharan Africa,,,,,,AG.LND.AGRI.ZS,Agricultural land (% of land area),23618361,,,,,,,,Sub-Saharan Africa,,,1,,,,,Sub-Saharan Africa,,Sub-Saharan Africa regional aggregate (includes all income levels).,,,Sub-Saharan Africa,,ZG
15724059110103.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.773838419,34.864232098,34.947542368,34.970431649,35.003893349,35.041920723,35.089840980,35.071228639,XT,35.059132809,35.004929115,34.983150080,34.998196723,35.132659121,34.939623090,34.915296915,34.939213640,34.937293884,34.947701934,35.109798357,35.141090017,35.200404191,35.351239134,35.392235365,,,,34.895889934,7.498501955,8.775625726,1005249554.54129,35.035430113,,UMC,UMC,Upper middle income,Upper middle income,,,,,,AG.LND.AGRI.ZS,Agricultural land (% of land area),59534441.8,,,,,,,,Upper middle income,,,1,,,,,Upper middle income,,"Upper middle income group aggregate. Upper-middle-income economies are those in which 2015 GNI per capita was between $4,036 and $12,475.",,,Upper middle income,,XT
65753899451904.9,,36.028189576,36.118976980,36.235171080,36.328667300,36.443417515,36.512232143,36.630826776,36.717521851,36.932634280,36.979002065,37.079486685,37.165732177,37.339212655,37.409853628,37.489452111,37.467327524,37.449256691,37.497558286,37.605143713,37.713013403,37.725653113,37.876013705,37.943366371,38.212146132,38.491258739,38.725073686,38.898852454,39.083855469,39.219668027,39.373960640,39.470091932,37.545253397,37.799241969,37.926281286,37.926902510,37.958345944,38.043963792,38.104628005,38.080319875,1W,38.122145837,38.106268671,38.015888361,37.920826421,38.003770980,38.014751589,37.907189297,37.895726785,37.876549210,37.516767275,37.486985757,37.349732742,37.424044590,37.397744937,37.505182228,,,,30.952252239,4.004229773,10.789275610,3345886418.08674,37.668354225,,WLD,WLD,World,World,,,,,,AG.LND.AGRI.ZS,Agricultural land (% of land area),129758982.2,,,,,,,,World,,,1,,,,,World,,World aggregate.,,,World,,1W
2156309450505.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A,,,,,,,,,,,,,,,,,,,3.164410804,6.820829026,4.266813215,154123166.727273,,,ARB,ARB,Arab World,Arab World,,,,,,AG.LND.ARBL.HA,Arable land (hectares),13623921,,,,,,,,Arab World,,,1,,,,,Arab World,,Arab World aggregate. Arab World is composed of members of the League of Arab States.,,,Arab World,,1A
61668919150.1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3,,,,,,,,,,,,,,,,,,,85.290720469,4.179141770,1.825327899,4004926.54545455,,,CSS,CSS,Caribbean small states,Caribbean small states,,,,,,AG.LND.ARBL.HA,Arable land (hectares),404850,,,,,,,,Caribbean small states,,,1,,,,,Caribbean small states,,Caribbean small states aggregate.,,,Caribbean small states,,S3
1293345446837.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B8,,,,,,,,,,,,,,,,,,,33.670259691,3.727658171,34.037795394,39700319,,,CEB,CEB,Central Europe and the Baltics,Central Europe and the Baltics,,,,,,AG.LND.ARBL.HA,Arable land (hectares),1104182,,,,,,,,Central Europe and the Baltics,,,1,,,,,Central Europe and the Baltics,,Central Europe and the Baltics aggregate.,,,Central Europe and the Baltics,,B8
8080702405258.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V2,,,,,,,,,,,,,,,,,,,22.309949537,10.851433809,12.997438424,1679439876.45038,,,EAR,EAR,Early-demographic dividend,Early-demographic dividend,,,,,,AG.LND.ARBL.HA,Arable land (hectares),33109107,,,,,,,,Early-demographic dividend,,,1,,,,,Early-demographic dividend,,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,,,Early-demographic dividend,,V2
8179015036172.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4,,,,,,,,,,,,,,,,,,,29.408220317,10.588993518,11.161152275,1017167360.54545,,,TEA,TEA,East Asia & Pacific (IDA & IBRD countries),East Asia & Pacific (IDA & IBRD countries),,,,,,AG.LND.ARBL.HA,Arable land (hectares),15793790.8,,,,,,,,East Asia & Pacific (IDA & IBRD),,,1,,,,,East Asia & Pacific (IDA & IBRD),,East Asia & Pacific (IDA & IBRD countries) aggregate.,,,East Asia & Pacific (IDA & IBRD),,T4
8195064115761.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E,,,,,,,,,,,,,,,,,,,29.542492580,10.588993518,11.225366309,1026907124.72727,,,EAP,EAP,East Asia & Pacific (excluding high income),East Asia & Pacific (excluding high income),,,,,,AG.LND.ARBL.HA,Arable land (hectares),15914380.8,,,,,,,,East Asia & Pacific (excluding high income),,,1,,,,,East Asia & Pacific (excluding high income),,East Asia and Pacific regional aggregate (does not include high-income economies).,,,East Asia & Pacific (excluding high income),,4E
16768587287009.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z4,,,,,,,,,,,,,,,,,,,26.190940246,5.744054479,9.501421611,1051723910.63636,,,EAS,EAS,East Asia & Pacific,East Asia & Pacific,,,,,,AG.LND.ARBL.HA,Arable land (hectares),24387020.3,,,,,,,,East Asia & Pacific,,,1,,,,,East Asia & Pacific,,East Asia and Pacific regional aggregate (includes all income levels).,,,East Asia & Pacific,,Z4
12613170849814.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XC,,,,,,,,,,,,,,,,,,,37.737911593,1.690624098,24.564968373,84399622.1818182,,,EMU,EMU,Euro area,Euro area,,,,,,AG.LND.ARBL.HA,Arable land (hectares),2678201,,,,,,,,Euro area,,,1,,,,,Euro area,,Euro area aggregate.,,,Euro area,,XC
3597254253471.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T7,,,,,,,,,,,,,,,,,,,38.649233648,6.147342559,10.958880050,158641494.181818,,,TEC,TEC,Europe & Central Asia (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),,,,,,AG.LND.ARBL.HA,Arable land (hectares),22990267,,,,,,,,Europe & Central Asia (IDA & IBRD),,,1,,,,,Europe & Central Asia (IDA & IBRD),,Europe & Central Asia (IDA & IBRD countries) aggregate.,,,Europe & Central Asia (IDA & IBRD),,T7
3075439821710.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E,,,,,,,,,,,,,,,,,,,38.771329373,6.692874893,10.587034500,141917435.090909,,,ECA,ECA,Europe & Central Asia (excluding high income),Europe & Central Asia (excluding high income),,,,,,AG.LND.ARBL.HA,Arable land (hectares),22627977,,,,,,,,Europe & Central Asia (excluding high income),,,1,,,,,Europe & Central Asia (excluding high income),,Europe and Central Asia regional aggregate (does not include high-income economies).,,,Europe & Central Asia (excluding high income),,7E
21120839640021.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z7,,,,,,,,,,,,,,,,,,,37.871799048,2.266893094,12.311452148,266116658.727273,,,ECS,ECS,Europe & Central Asia,Europe & Central Asia,,,,,,AG.LND.ARBL.HA,Arable land (hectares),27447511,,,,,,,,Europe & Central Asia,,,1,,,,,Europe & Central Asia,,Europe and Central Asia regional aggregate (includes all income levels).,,,Europe & Central Asia,,Z7
17206722043200.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,,,,,,,,37.519687957,1.662444478,25.712092765,132361039.636364,,,EUU,EUU,European Union,European Union,,,,,,AG.LND.ARBL.HA,Arable land (hectares),4241144,,,,,,,,European Union,,,1,,,,,European Union,,European Union aggregate.,,,European Union,,EU
594174442901.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1,,,,,,,,,,,,,,,,,,,22.898858632,21.614170773,6.035642675,263140313.272727,,,FCS,FCS,Fragile and conflict affected situations,Fragile and conflict affected situations,,,,,,AG.LND.ARBL.HA,Arable land (hectares),14824168,,,,,,,,Fragile and conflict affected situations,,,1,,,,,Fragile and conflict affected situations,,"Fragile and conflict affected situations aggregate. Countries with fragile situations are primarily International Development Association-eligible countries and nonmember or inactive countries and territories with a 3.2 or lower harmonized average of the World Bank's Country Policy and Institutional Assessment rating and the corresponding rating by a regional development bank, or that have had a UN or regional peacebuilding and political mission (for example by the African Union, European Union, or Organization of American States) or peacekeeping mission (for example, by the African Union, European Union, North Atlantic Treaty Organization, or Organization of American States) during the last three years. The group excludes IBRD countries (for which the CPIA scores are not publically disclosed); unless there is the presence of a peace-keeping or political/peacebuilding mission. This definition is pursuant to an agreement between the World Bank and other multilateral development banks at the start of the International Development Association 15 round in 2007. The list of countries and territories with fragile situations is imperfect and used here to reflect a complex concept. The World Bank continues to work with partners and client countries to refine the concept.",,,Fragile and conflict affected situations,,F1
465629605241.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XE,,,,,,,,,,,,,,,,,,,28.808757629,28.114830253,7.915906576,425591303.181818,,,HPC,HPC,Heavily indebted poor countries (HIPC),Heavily indebted poor countries (HIPC),,,,,,AG.LND.ARBL.HA,Arable land (hectares),19754791,,,,,,,,Heavily indebted poor countries (HIPC),,,1,,,,,Heavily indebted poor countries (HIPC),,Heavily indebted poor countries aggregate.,,,Heavily indebted poor countries (HIPC),,XE
45446756456017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XD,,,,,,,,,,,,,,,,,,,28.715428012,1.459014998,10.288921164,226778638.454545,,,HIC,HIC,High income,High income,,,,,,AG.LND.ARBL.HA,Arable land (hectares),35088855.4,,,,,,,,High income,,,1,,,,,High income,,"High income group aggregate. High-income economies are those in which 2015 GNI per capita was $12,476 or more.",,,High income,,XD
19408603085366.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XF,,,,,,,,,,,,,,,,,,,33.553718822,8.688776906,11.315549749,2132324490.45038,,,IBD,IBD,IBRD only,IBRD only,,,,,,AG.LND.ARBL.HA,Arable land (hectares),67948473.8,,,,,,,,IBRD only,,,1,,,,,IBRD only,,IBRD only group aggregate.,,,IBRD only,,XF
21017935036465.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZT,,,,,,,,,,,,,,,,,,,31.537859497,9.771623851,10.956840104,3125938204.35947,,,IBT,IBT,IDA & IBRD total,IDA & IBRD total,,,,,,AG.LND.ARBL.HA,Arable land (hectares),95724208.8,,,,,,,,IDA & IBRD total,,,1,,,,,IDA & IBRD total,,"IDA and IBRD total group aggregate (includes IDA only, IDA blend, and IBRD only).",,,IDA & IBRD total,,ZT
830940574841.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XH,,,,,,,,,,,,,,,,,,,28.120685819,23.398152521,13.860729954,327366230.454545,,,IDB,IDB,IDA blend,IDA blend,,,,,,AG.LND.ARBL.HA,Arable land (hectares),6824490,,,,,,,,IDA blend,,,1,,,,,IDA blend,,IDA blend group aggregate.,,,IDA blend,,XH
775973414325.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XI,,,,,,,,,,,,,,,,,,,26.110980837,27.297228643,8.846965850,666247483.454546,,,IDX,IDX,IDA only,IDA only,,,,,,AG.LND.ARBL.HA,Arable land (hectares),20952200,,,,,,,,IDA only,,,1,,,,,IDA only,,IDA only group aggregate.,,,IDA only,,XI
1611513545296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XG,,,,,,,,,,,,,,,,,,,26.604952851,25.297024978,10.079260978,993613713.909091,,,IDA,IDA,IDA total,IDA total,,,,,,AG.LND.ARBL.HA,Arable land (hectares),27776650,,,,,,,,IDA total,,,1,,,,,IDA total,,IDA total group aggregate (includes IDA only and IDA blend).,,,IDA total,,XG
13681598595368.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V3,,,,,,,,,,,,,,,,,,,38.880603194,7.517209900,9.174977473,976588371.909091,,,LTE,LTE,Late-demographic dividend,Late-demographic dividend,,,,,,AG.LND.ARBL.HA,Arable land (hectares),44535319.8,,,,,,,,Late-demographic dividend,,,1,,,,,Late-demographic dividend,,"Late-dividend countries are mostly upper-middle-income countries where fertility rates are typically above replacement levels of 2.1 births per woman, but fertility continues to decline.",,,Late-demographic dividend,,V3
4755061877854.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,,,,,,,,,,,,,,,,,,,47.002749629,5.471600145,8.105646172,125526503.818182,,,TLA,TLA,Latin America & the Caribbean (IDA & IBRD countries),Latin America & the Caribbean (IDA & IBRD countries),,,,,,AG.LND.ARBL.HA,Arable land (hectares),19913632,,,,,,,,Latin America & Caribbean (IDA & IBRD),,,1,,,,,Latin America & Caribbean (IDA & IBRD),,Latin America & the Caribbean (IDA & IBRD countries) aggregate.,,,Latin America & Caribbean (IDA & IBRD),,T2
4547134302692.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XJ,,,,,,,,,,,,,,,,,,,48.200403962,5.518679766,8.457085969,124732957.363636,,,LAC,LAC,Latin America & Caribbean (excluding high income),Latin America & Caribbean (excluding high income),,,,,,AG.LND.ARBL.HA,Arable land (hectares),19096113,,,,,,,,Latin America & Caribbean (excluding high income),,,1,,,,,Latin America & Caribbean (excluding high income),,Latin America and Caribbean regional aggregate (does not include high-income economies).,,,Latin America & Caribbean (excluding high income),,XJ
4945495539538.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZJ,,,,,,,,,,,,,,,,,,,46.904899714,5.386914538,8.227753876,128751303,,,LCN,LCN,Latin America & Caribbean,Latin America & Caribbean,,,,,,AG.LND.ARBL.HA,Arable land (hectares),20042207.4,,,,,,,,Latin America & Caribbean,,,1,,,,,Latin America & Caribbean,,Latin America and Caribbean regional aggregate (includes all income levels).,,,Latin America & Caribbean,,ZJ
674117407743.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,27.617974867,28.062708697,8.272151845,602395843.272727,,,LDC,LDC,Least developed countries: UN classification,Least developed countries: UN classification,,,,,,AG.LND.ARBL.HA,Arable land (hectares),20167053,,,,,,,,Least developed countries: UN classification,,,1,,,,,Least developed countries: UN classification,,Least developed countries (UN classification) aggregate.,,,Least developed countries: UN classification,,XL
20311523060403.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XO,,,,,,,,,,,,,,,,,,,31.665367458,10.014387029,10.974699320,3119107779.6322,,,LMY,LMY,Low & middle income,Low & middle income,,,,,,AG.LND.ARBL.HA,Arable land (hectares),94670126.8,,,,,,,,Low & middle income,,,1,,,,,Low & middle income,,"Low and middle income group aggregate (all developing economies). Low- and middle-income economies are those in which 2015 GNI per capita was $12,475 or less.",,,Low & middle income,,XO
